"KS" "Kuiper" "AD" "CvM" "W" "ZA" "ZC" "Wassp1" "chi large Pearson" "chi small Pearson" "chi large LR-m" "chi small LR-m"
"0" 0.062 0.06 0.054 0.054 0.065 0.045 0.052 0.054 0.037 0.027 0.044 0.03
"0.0166666666666667" 0.066 0.044 0.07 0.065 0.081 0.099 0.103 0.074 0.031 0.031 0.037 0.035
"0.0333333333333333" 0.098 0.051 0.121 0.109 0.104 0.176 0.16 0.128 0.031 0.029 0.049 0.032
"0.05" 0.178 0.095 0.212 0.206 0.176 0.309 0.262 0.223 0.063 0.064 0.071 0.063
"0.0666666666666667" 0.291 0.146 0.348 0.323 0.247 0.417 0.363 0.354 0.077 0.089 0.082 0.09
"0.0833333333333333" 0.354 0.178 0.427 0.397 0.288 0.521 0.465 0.423 0.094 0.133 0.09 0.134
"0.1" 0.496 0.275 0.572 0.555 0.419 0.641 0.582 0.582 0.123 0.202 0.126 0.202
"0.116666666666667" 0.63 0.387 0.721 0.695 0.522 0.772 0.708 0.72 0.168 0.31 0.173 0.32
"0.133333333333333" 0.781 0.489 0.846 0.823 0.627 0.896 0.851 0.861 0.231 0.429 0.248 0.434
"0.15" 0.842 0.607 0.911 0.894 0.715 0.929 0.907 0.914 0.296 0.534 0.312 0.539
"0.166666666666667" 0.895 0.718 0.954 0.943 0.784 0.964 0.941 0.957 0.405 0.673 0.422 0.68
"0.183333333333333" 0.946 0.821 0.978 0.97 0.857 0.98 0.971 0.978 0.506 0.791 0.499 0.797
"0.2" 0.985 0.885 0.997 0.995 0.916 1 0.993 0.998 0.597 0.855 0.599 0.861
"0.216666666666667" 0.988 0.937 0.997 0.996 0.94 0.999 0.995 0.999 0.686 0.923 0.7 0.924
"0.233333333333333" 0.996 0.964 0.999 0.999 0.972 0.999 0.999 0.999 0.77 0.955 0.768 0.954
"0.25" 0.996 0.983 1 1 0.981 1 1 1 0.872 0.979 0.877 0.979
"0.266666666666667" 1 0.988 1 1 0.988 1 1 1 0.904 0.993 0.902 0.992
"0.283333333333333" 1 0.999 1 1 0.999 1 1 1 0.952 0.999 0.949 1
"0.3" 1 1 1 1 1 1 1 1 0.978 1 0.972 0.999
"0.316666666666667" 1 0.999 1 1 0.999 1 1 1 0.986 0.999 0.987 0.999
"0.333333333333333" 1 0.998 1 1 0.998 1 1 1 0.995 1 0.994 1
"0.35" 1 1 1 1 1 1 1 1 0.996 1 0.997 1
"0.366666666666667" 1 1 1 1 1 1 1 1 1 1 1 1
"0.383333333333333" 1 1 1 1 1 1 1 1 0.999 1 0.999 1
"0.4" 1 1 1 1 1 1 1 1 1 1 1 1
